index,logits,ee,Prediction,Category,Ligand,Boron_reagent,Substrate,family,fold,set
479.0,6.399715900421143,99.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(F)cc1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train
287.0,3.1577131748199463,74.0,1.0,1.0,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,1,train
429.0,-2.8908703327178955,5.0,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train
412.0,11.076330184936523,72.5,1.0,1.0,CC1(C)[C@H]2C=C(c3ccc(F)cc3)[C@]1(C)C=C2c1ccc(F)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,1,train
399.0,1.5148348808288574,99.13999938964844,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,1,train
107.0,-3.8904001712799072,7.0,0.0,0.0,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,1,train
279.0,3.966193437576294,96.0,1.0,1.0,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1C(F)(F)F,CC(C)(C)OC(=O)/C=C/c1ccccc1,fam6,1,train
402.0,2.3782308101654053,93.25,1.0,1.0,COC(=O)C1=C[C@@H]2C[C@H](C(C)C)[C@H]1C=C2C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,1,train
675.0,9.876379013061523,97.0,1.0,1.0,CC1=C[C@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,1,train
640.0,2.2548787593841553,98.0,1.0,1.0,C=CCC1=C[C@@]2(C)C[C@](C)(OC)[C@@H]1C=C2CC(C)C,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam6,1,train
146.0,-14.219127655029297,0.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1ccccc1OC,fam3,1,train
555.0,1.286515474319458,99.0,1.0,1.0,CC(C)(O)C1=C[C@H]2C=C[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train
177.0,-10.086906433105469,3.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccc2ccccc2c1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train
512.0,4.077563762664795,4.0,1.0,0.0,COC(=O)c1ccc(C2=C[C@@H]3CC[C@H]2C=C3c2ccc(C(=O)OC)cc2)cc1,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,1,train
332.0,-12.827070236206055,3.0,0.0,0.0,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,1,train
472.0,7.353617191314697,99.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,Cc1ccccc1B(O)O,CCCCC/C=C/C(C)=O,fam3,1,train
519.0,9.016399383544922,98.0,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train
557.0,3.2583017349243164,78.5,1.0,1.0,COC[C@]12C=C(c3ccccc3)[C@](COC)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train
634.0,8.370590209960938,99.5,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccc(C(F)(F)F)cc1,O=C1C=CCCC1,fam1,1,train
489.0,13.04761791229248,99.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1ccccc1OC,fam3,1,train
85.0,-12.423266410827637,8.125,0.0,0.0,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam8,1,train
511.0,10.850176811218262,76.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,COc1ccc(/C=C/C#N)cc1,fam3,1,train
300.0,-3.2761573791503906,1.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,COc1cccc(B2OB(c3cccc(OC)c3)OB(c3cccc(OC)c3)O2)c1,O=C1C=CCCC1,fam1,1,train
1.0,-7.009442329406738,2.3333332538604736,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train
611.0,-5.888555526733398,4.5,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1cccc(C(F)(F)F)c1,O=C/C=C/c1ccccc1,fam6,1,train
515.0,9.203348159790039,99.5,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train
431.0,-3.07147479057312,2.0,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1ccccc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train
331.0,-8.314682006835938,6.5,0.0,0.0,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCCC/C=C/c1ccc([N+](=O)[O-])c(C)c1,fam7,1,train
155.0,-14.152109146118164,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1cc(C)ccc1OCc1ccccc1,fam3,1,train
680.0,2.0913329124450684,97.5,1.0,1.0,CC1=C[C@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCCC/C=C/c1ccc2ccccc2n1,fam7,1,train
183.0,-14.262299537658691,2.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CCOC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train
310.0,-2.5869715213775635,1.0,0.0,0.0,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccc(F)cc1,O=C1C=CCCC1,fam7,1,train
336.0,-6.507537841796875,3.5,0.0,0.0,CC1=C[C@@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccc2ccccc2c1,C(=C/c1nc2ccccc2o1)\c1ccccc1,fam7,1,train
452.0,5.931613922119141,93.5,1.0,1.0,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc2ccccc2c1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,1,train
570.0,-3.1671860218048096,5.0,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1ccc(C)cc1,OB(O)c1ccccc1,O=C1C=CCO1,fam5,1,train
463.0,-1.8462241888046265,5.0,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1cccc2ccccc12,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train
128.0,-6.7182416915893555,5.75,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,1,train
37.0,-2.0281805992126465,11.0,0.0,0.0,CC(C)(C)c1ccc(C2=C[C@]3(C)C(c4ccc(C(C)(C)C)cc4)=C[C@H]2C3(C)C)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,1,train
109.0,-5.117841720581055,6.5,0.0,0.0,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc2ccccc2c1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,1,train
154.0,-13.873700141906738,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COCOc1ccc(C)cc1/C=C(\C#N)C(=O)OC,fam3,1,train
504.0,4.764695167541504,98.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,1,train
662.0,7.0921831130981445,95.0,1.0,1.0,CC1=C[C@H]2C(C(=O)Oc3cccc4ccccc34)=C[C@@H]1C[C@@H]2C(C)C,CC1(C)OB(c2ccccc2O)OC1(C)C,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,1,train
144.0,-13.848258972167969,1.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,Cc1ccc(B(O)O)cc1,COC(=O)/C(C#N)=C/c1ccccc1,fam3,1,train
312.0,4.843008995056152,96.5,1.0,1.0,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1c(C)cccc1C,OB(O)c1ccc(Cl)cc1,O=C1C=CCCC1,fam5,1,train
307.0,-0.4844258427619934,97.5,0.0,1.0,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam7,1,train
674.0,7.771413803100586,93.5,1.0,1.0,CC1=C[C@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCCC/C=C/c1ccc([N+](=O)[O-])c(C)c1,fam7,1,train
586.0,-2.698479652404785,14.5,0.0,0.0,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1OC,COc1ccc(B(O)O)cc1,O=C1C=CCCO1,fam5,1,train
59.0,-1.5782585144042969,6.75,0.0,0.0,COC(=O)C1=C[C@H]2C[C@H](C(C)C)[C@@H]1C=C2C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,1,train
467.0,2.2770678997039795,98.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1,O=C1C=CC2(CC1)OCCO2,fam3,1,train
212.0,-2.892770290374756,1.0,0.0,0.0,CC(C)(O)C1=C[C@@H]2C=C[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train
321.0,-3.7448360919952393,2.0,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,CCCCC/C=C/B(O)O,O=C1C=CCCC1,fam1,1,train
333.0,-3.7333128452301025,1.0,0.0,0.0,CC1=C[C@@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CC(C)(C)[Si](C)(C)OCC/C=C/c1ncccn1,fam7,1,train
61.0,-2.577678918838501,2.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,Cc1ccccc1B(O)O,CC(=O)/C=C/C(C)C,fam2,1,train
309.0,-0.18388302624225616,97.0,0.0,1.0,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CCC/C=C/C(=O)c1ccccc1,fam7,1,train
480.0,5.728317737579346,98.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc2c(c1)OCO2,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train
560.0,2.4480457305908203,92.375,1.0,1.0,COC(=O)[C@]12C=C(c3cccc(C(F)(F)F)c3)[C@](C(=O)OC)(C=C1c1cccc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train
354.0,7.744137287139893,97.5,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam1,1,train
513.0,2.1606009006500244,8.5,1.0,0.0,COc1cc(C2=C[C@@H]3CC[C@H]2C=C3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,1,train
498.0,13.240666389465332,99.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1cc(C)ccc1OCc1ccccc1,fam3,1,train
683.0,3.678410530090332,98.0,1.0,1.0,CC1=C[C@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,1,train
610.0,-3.6936678886413574,5.5,0.0,0.0,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,COC(=O)c1cccc(B(O)O)c1,O=C/C=C/c1ccccc1,fam6,1,train
84.0,-13.364226341247559,2.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/c1ccc(Cl)c(Cl)c1,fam8,1,train
83.0,-13.13121509552002,0.5,0.0,0.0,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/c1ccccc1,fam8,1,train
364.0,5.9763383865356445,98.16666412353516,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,Cc1ccccc1B(O)O,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train
289.0,7.87529182434082,95.5,1.0,1.0,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,O=C(/C=C/c1ccccc1)OCc1ccccc1,fam6,1,train
136.0,-6.536308765411377,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccc(F)cc1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train
602.0,-2.303079843521118,1.0,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccc(C(F)(F)F)cc1,O=C1C=CCCC1,fam5,1,train
9.0,-9.327282905578613,2.25,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam1,1,train
488.0,11.808854103088379,98.0,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(Br)cc1,COC(=O)/C(C#N)=C/c1ccccc1,fam3,1,train
574.0,3.6300714015960693,99.5,1.0,1.0,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam4,1,train
253.0,-0.012836705893278122,1.0,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam6,1,train
34.0,-12.713040351867676,25.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,1,train
232.0,-3.1845154762268066,1.0,0.0,0.0,C[C@@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam4,1,train
301.0,-7.904698848724365,3.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,Clc1cccc(B2OB(c3cccc(Cl)c3)OB(c3cccc(Cl)c3)O2)c1,O=C1C=CCCC1,fam1,1,train
260.0,-0.7710514068603516,2.5,0.0,0.0,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCCC1,fam6,1,train
256.0,1.923000454902649,98.5,1.0,1.0,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,O=C1C=CCCC1,fam6,1,train
465.0,-2.678760528564453,30.5,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2Cc1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train
163.0,-11.500859260559082,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccc(Br)cc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,1,train
138.0,-3.1066057682037354,1.25,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,COc1ccc(B(O)O)cc1OC,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train
365.0,3.892151117324829,98.33333587646484,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1C(F)(F)F,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train
129.0,-5.570192813873291,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,CCCCC/C=C/C(C)=O,fam3,1,train
292.0,-0.037365105003118515,0.30000001192092896,0.0,0.0,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam7,1,train
6.0,2.7569053173065186,96.5,1.0,1.0,CO[C@]1(C)C[C@]2(C)C=C(C=C(C)C)[C@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train
507.0,6.729280948638916,98.5,1.0,1.0,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc2ccccc2c1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,1,train
142.0,-5.540830135345459,2.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCO1,fam3,1,train
408.0,4.99709939956665,98.0,1.0,1.0,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,O=C1C=CCCO1,fam2,1,train
338.0,-1.1814751625061035,3.25,0.0,0.0,CC1=C[C@@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@H]1C[C@@H]2C(C)C,Cc1cccc(B(O)O)c1,CCCC/C=C/c1ccc2ccccc2n1,fam7,1,train
418.0,7.801192760467529,97.5,1.0,1.0,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1cccc2ccccc12,CC(=O)/C=C/C(C)C,fam8,1,train
149.0,-13.928434371948242,1.75,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,COC(=O)/C(C#N)=C/c1ccc(OC)cc1,fam3,1,train
81.0,-12.090108871459961,3.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,CC(=O)/C=C/c1ccc(F)cc1,fam8,1,train
125.0,-3.661250352859497,1.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccc(F)cc1,O=C1C=CC2(CC1)OCCO2,fam3,1,train
52.0,1.3880516290664673,97.5,1.0,1.0,CC(C)CC1=C[C@@H]2C[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train
350.0,-0.4397225081920624,6.0,0.0,0.0,CO[C@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train
437.0,7.016811370849609,89.0,1.0,1.0,COc1ccc(C2=C[C@@H]3CC[C@H]2C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,1,train
2.0,1.97852623462677,79.0,1.0,1.0,C=CCC1=C[C@]2(C)C=C[C@H]1[C@](C)(OC)C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train
369.0,4.625156879425049,98.0,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,CC(C)(C)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train
3.0,1.9713608026504517,97.5,1.0,1.0,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train
571.0,-3.1390669345855713,8.5,0.0,0.0,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1ccc(C(C)(C)C)cc1,OB(O)c1ccccc1,O=C1C=CCO1,fam5,1,train
549.0,3.440831422805786,98.0,1.0,1.0,C[C@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam4,1,train
280.0,5.507264614105225,96.0,1.0,1.0,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/c1ccccc1,fam6,1,train
111.0,1.777270793914795,93.5,1.0,1.0,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccccc1,O=C1C=CC(=O)N1C1CCCCC1,fam1,1,train
182.0,-3.629188299179077,6.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train
455.0,-1.4859766960144043,4.0,0.0,0.0,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1B(O)O,O=C1C=CC(=O)N1C1CCCCC1,fam1,1,train
60.0,-3.148993730545044,2.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,1,train
288.0,4.918433666229248,59.5,1.0,1.0,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,CCOC(=O)/C=C/c1ccccc1,fam6,1,train
371.0,5.399394989013672,99.0,1.0,1.0,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,CC(=O)c1ccc(B(O)O)cc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train
534.0,-9.465137481689453,7.5,0.0,0.0,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,C/C=C/C(=O)n1cccc1,fam3,1,train
635.0,0.8668684959411621,99.69999694824219,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam7,1,train
639.0,1.5773671865463257,99.0999984741211,1.0,1.0,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam7,1,train
558.0,5.037872314453125,87.25,1.0,1.0,COC(=O)[C@]12C=C(c3ccccc3)[C@](C(=O)OC)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train
117.0,-10.076265335083008,1.5,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train
421.0,6.47896146774292,97.25,1.0,1.0,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1cccc(Cl)c1,CC(=O)/C=C/C1CCCC1,fam8,1,train
88.0,4.139719009399414,98.0,1.0,1.0,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccccc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train
353.0,3.9924144744873047,95.25,1.0,1.0,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCCC1,fam1,1,train
82.0,-11.32494831085205,1.0,0.0,0.0,CC1(C)[C@@H]2C=C(c3cccc4ccccc34)[C@@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,C/C=C/C(=O)OC(C)(C)C,fam8,1,train
152.0,-12.745097160339355,1.0,0.0,0.0,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam3,1,train
