index,ee,Prediction,Ligand,Boron_reagent,Substrate,family,fold,set,error
600.0,97.0,97.97124481201172,C=CCC1=C[C@@]2(C)C[C@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCC1,fam6,1,train,-0.9712448120117188
2.0,79.0,79.62434387207031,C=CCC1=C[C@]2(C)C=C[C@H]1[C@](C)(OC)C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train,-0.6243438720703125
580.0,96.77777862548828,93.85199737548828,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam2,1,train,2.92578125
241.0,95.0,91.5110092163086,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,CCC/C=C/C(=O)NC(C)(C)C,fam5,1,train,3.4889907836914062
243.0,85.5,93.80650329589844,COc1ccc(C2=C[C@H]3C=C[C@]2(C)C[C@@]3(C)OC)cc1OC,COc1ccc(B(O)O)cc1,O=C1C=CCCO1,fam5,1,train,-8.306503295898438
90.0,96.5,96.86588287353516,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccccc1C=O,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,-0.36588287353515625
219.0,14.75,13.179204940795898,COC(=O)[C@@]12C=C(c3cc(C)cc(C)c3)[C@@](C(=O)OC)(C=C1c1cc(C)cc(C)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,1.5707950592041016
633.0,20.0,18.074018478393555,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2c1ccccc1,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,1,train,1.9259815216064453
479.0,99.0,100.19291687011719,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(F)cc1,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train,-1.1929168701171875
510.0,84.5,89.4055404663086,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CC(=O)N1Cc1ccccc1,fam3,1,train,-4.905540466308594
487.0,98.5,99.6195068359375,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,Cc1ccc(B(O)O)cc1,COC(=O)/C(C#N)=C/c1ccccc1,fam3,1,train,-1.1195068359375
42.0,4.0,3.562894344329834,CC1(C)[C@@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,COc1ccccc1B(O)O,O=C1C=CCCC1,fam2,1,train,0.437105655670166
483.0,99.0,98.82545471191406,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,COc1ccc(B(O)O)cc1OC,O=C1C=CC2(OCCO2)c2cc3c(cc21)OCO3,fam3,1,train,0.1745452880859375
565.0,98.0,96.66667938232422,COC(C)(C)C1=C[C@H]2C=C[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train,1.3333206176757812
494.0,98.0,99.57782745361328,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc(Br)cc1,COC(=O)/C(C#N)=C/c1ccc(Cl)cc1,fam3,1,train,-1.5778274536132812
223.0,2.0,3.8795151710510254,CC(C)(OCOCc1ccccc1)C1=C[C@@H]2C=C[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train,-1.8795151710510254
453.0,7.5,-2.0703201293945312,Cc1cc(C)c(CC2=C[C@@H]3C[C@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccccc1,CN1C(=O)C=CC1=O,fam1,1,train,9.570320129394531
50.0,9.5,7.452160835266113,Cc1cc(C)cc(C2=C[C@H]3CC[C@@H]2C=C3c2cc(C)cc(C)c2)c1,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,1,train,2.0478391647338867
297.0,2.0,-1.261831283569336,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2CC(C)C,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam6,1,train,3.261831283569336
253.0,1.0,1.2403466701507568,CO[C@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam6,1,train,-0.24034667015075684
548.0,99.0,96.293701171875,COc1ccc(C2=C[C@]3(C)CC[C@@]2(C)C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,Cc1ccc2oc(=O)ccc2c1,fam4,1,train,2.706298828125
202.0,0.5,1.0502820014953613,C[C@@]12C=C(c3ccccc3)[C@@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1C(F)(F)F,O=C1C=CC(=O)N1Cc1ccccc1,fam4,1,train,-0.5502820014953613
485.0,97.5,96.9115219116211,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCO1,fam3,1,train,0.5884780883789062
317.0,91.0,99.53479766845703,C1=C(C2CCCCC2)[C@@H]2C=C(C3CCCCC3)[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCC1,fam1,1,train,-8.534797668457031
583.0,7.5,6.756380081176758,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,O=C1C=CCO1,fam5,1,train,0.7436199188232422
148.0,6.25,4.683411121368408,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,COC(=O)/C(C#N)=C/c1ccc(OC)cc1,fam3,1,train,1.5665888786315918
544.0,97.5,98.67820739746094,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,O=C1C=CC(=O)N1Cc1ccccc1,fam4,1,train,-1.1782073974609375
327.0,2.5,4.413300514221191,CC1=C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@H]1C[C@@H]2C(C)C,CC1(C)OB(c2ccccc2O)OC1(C)C,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,1,train,-1.9133005142211914
341.0,15.0,9.90346622467041,CC1=C[C@@H]2C(C(=O)N3CCOCC3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,1,train,5.09653377532959
20.0,1.274999976158142,4.503453254699707,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train,-3.228453278541565
443.0,94.5,96.1042251586914,CC(C)CC(O)(CC(C)C)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCC1,fam3,1,train,-1.6042251586914062
322.0,0.30000001192092896,3.7074105739593506,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,CCCCC/C=C/B(O)O,O=C1C=CCCC1,fam7,1,train,-3.4074105620384216
263.0,90.0,93.81027221679688,C=CCC1=C[C@]2(C)C[C@](C)(OC)[C@H]1C=C2CC(C)C,CC1(C)OB(/C=C/c2ccccc2)OC1(C)C,O=C1C=CCO1,fam6,1,train,-3.810272216796875
265.0,0.4000000059604645,1.8446691036224365,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccc(C(F)(F)F)cc1,O=C1C=CCCC1,fam7,1,train,-1.444669097661972
445.0,2.5,1.5332448482513428,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,0.9667551517486572
3.0,97.5,100.00310516357422,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train,-2.5031051635742188
517.0,97.5,99.6494369506836,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1cccc(Cl)c1,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train,-2.1494369506835938
567.0,97.5,95.52716827392578,CC(C)(O)C1=C[C@H]2C=C[C@@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,1,train,1.9728317260742188
183.0,2.5,6.143793106079102,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CCOC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train,-3.6437931060791016
191.0,92.5,91.3065414428711,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,C/C=C/C(=O)n1cccc1,fam3,1,train,1.1934585571289062
655.0,3.5,7.7030181884765625,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccc(Cl)cc1,O=C1C=CCCC1,fam5,1,train,-4.2030181884765625
233.0,3.0,3.7246506214141846,CC(C)(OCOCc1ccccc1)C1=C[C@@H]2C=C[C@H]1C2,OB(O)c1ccccc1,O=C1C=CCCCC1,fam1,1,train,-0.7246506214141846
162.0,0.5,1.2089142799377441,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccc(F)cc1,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,fam3,1,train,-0.7089142799377441
598.0,99.0,93.60888671875,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccc(-c2ccccc2)cc1,O=C1C=CCCC1,fam7,1,train,5.39111328125
169.0,96.0,85.08751678466797,COC(=O)c1ccc(C2=C[C@H]3CC[C@@H]2C=C3c2ccc(C(=O)OC)cc2)cc1,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,1,train,10.912483215332031
11.0,2.5,3.6832289695739746,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam1,1,train,-1.1832289695739746
393.0,90.5,91.96282958984375,Cc1cc(C)cc(C2=C[C@@H]3CC[C@H]2C=C3c2cc(C)cc(C)c2)c1,OB(O)c1ccccc1,O=C1C=CCCC1,fam3,1,train,-1.46282958984375
295.0,7.5,10.454870223999023,CC1(C)[C@@H]2C=C(c3ccc(Cl)cc3)[C@@]1(C)C=C2c1ccc(Cl)cc1,COc1ccc(B(O)O)cc1,O=C1C=CCCC1,fam2,1,train,-2.9548702239990234
513.0,8.5,49.75188064575195,COc1cc(C2=C[C@@H]3CC[C@H]2C=C3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam3,1,train,-41.25188064575195
111.0,93.5,96.80654907226562,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccccc1,O=C1C=CC(=O)N1C1CCCCC1,fam1,1,train,-3.306549072265625
579.0,6.5,3.7599027156829834,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1,OB(O)c1ccccc1,O=C1C=CCO1,fam5,1,train,2.7400972843170166
382.0,77.5,87.85140228271484,CC1(C)[C@H]2C=C(c3ccc(-c4ccccc4)cc3)[C@]1(C)C=C2c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,1,train,-10.351402282714844
270.0,96.5,98.80233001708984,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1ccc(F)cc1,O=C/C=C/c1ccccc1,fam6,1,train,-2.3023300170898438
301.0,3.5,4.083584785461426,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,Clc1cccc(B2OB(c3cccc(Cl)c3)OB(c3cccc(Cl)c3)O2)c1,O=C1C=CCCC1,fam1,1,train,-0.5835847854614258
679.0,96.5,102.28166961669922,CC1=C[C@H]2C(C(=O)N[C@H]3CCCC[C@@H]3n3c(C)ccc3C)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccc2ccccc2c1,C(=C/c1nc2ccccc2o1)\c1ccccc1,fam7,1,train,-5.781669616699219
173.0,3.5,2.267911911010742,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,Cc1ccccc1B(O)O,CC(=O)/C=C/[Si](C)(C)c1ccccc1,fam3,1,train,1.2320880889892578
23.0,2.1666667461395264,3.9651153087615967,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,COc1ccccc1B(O)O,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train,-1.7984485626220703
16.0,2.0,3.8778202533721924,CC(C)CC(O)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,Cc1ccccc1B(O)O,O=C1C=CCCC1,fam3,1,train,-1.8778202533721924
399.0,99.13999938964844,97.17919158935547,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,1,train,1.9608078002929688
587.0,7.0,8.262523651123047,COc1ccc(C2=C[C@@H]3C=C[C@@]2(C)C[C@@]3(C)OC)cc1OC,OB(O)c1cccc2ccccc12,O=C1C=CCCO1,fam5,1,train,-1.2625236511230469
237.0,3.222222328186035,4.4061431884765625,CC1(C)[C@@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam2,1,train,-1.1839208602905273
463.0,5.0,15.870308876037598,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1cccc2ccccc12,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,-10.870308876037598
12.0,5.0,2.0517520904541016,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam1,1,train,2.9482479095458984
347.0,9.0,14.990180015563965,CCCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam6,1,train,-5.990180015563965
588.0,5.0,7.424327850341797,C=CCC1=C[C@H]2C[C@@H]1C=C2CC=C,OB(O)c1ccccc1,O=C1C=CCC1,fam1,1,train,-2.424327850341797
373.0,98.5,100.60741424560547,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1c(F)cccc1F,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train,-2.1074142456054688
94.0,11.0,7.24444580078125,COc1ccc(C2=C[C@H]3CC[C@@H]2C=C3c2ccc(OC)cc2)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,1,train,3.75555419921875
634.0,99.5,97.3193588256836,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccc(C(F)(F)F)cc1,O=C1C=CCCC1,fam1,1,train,2.1806411743164062
427.0,98.0,104.86097717285156,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,CC(C)(C)OC(=O)/C=C/c1ccc(Cl)c(Cl)c1,fam8,1,train,-6.8609771728515625
573.0,98.5,99.32968139648438,CC(C)(OCOCc1ccccc1)C1=C[C@H]2C=C[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCC1,fam1,1,train,-0.829681396484375
492.0,98.25,96.16175842285156,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,Cc1ccccc1B(O)O,COC(=O)/C(C#N)=C/c1ccc(OC)cc1,fam3,1,train,2.0882415771484375
352.0,97.75,97.00579833984375,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam1,1,train,0.74420166015625
540.0,83.5,83.83040618896484,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,C/C=C/C(=O)CC,fam4,1,train,-0.33040618896484375
480.0,98.0,99.0564193725586,C1=C(c2ccccc2)[C@@H]2C=C(c3ccccc3)[C@H]1CC2,OB(O)c1ccc2c(c1)OCO2,O=C1C=CC2(OCCO2)c2ccccc21,fam3,1,train,-1.0564193725585938
92.0,24.0,24.252302169799805,CC1(C)[C@@H]2C=C(c3ccc(Cl)cc3)[C@@]1(C)C=C2c1ccc(Cl)cc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,1,train,-0.2523021697998047
194.0,93.0,96.60090637207031,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CON(C)C(=O)/C=C/C(C)C,fam3,1,train,-3.6009063720703125
615.0,3.5,6.544469833374023,CO[C@@]1(C)C[C@]2(C)C=C(Cc3ccccc3)[C@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,COc1ccc(/C=C/C=O)cc1,fam6,1,train,-3.0444698333740234
209.0,1.5,4.273811340332031,C[C@@]12C=C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@](C)(C=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,-2.7738113403320312
65.0,2.0,3.809032440185547,CC1(C)[C@@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,OB(O)c1ccccc1,O=C1C=CCCO1,fam2,1,train,-1.8090324401855469
24.0,1.75,3.2202720642089844,CC1(C)[C@@H]2C=C(c3ccccc3)[C@@]1(C)C=C2c1ccccc1,O=[N+]([O-])c1cccc(B(O)O)c1,CC(C)(C)OC(=O)/C=C/C(=O)OC(C)(C)C,fam2,1,train,-1.4702720642089844
377.0,75.0,81.54045104980469,CC1(C)[C@H]2C=C(c3ccccc3)[C@]1(C)C=C2c1ccccc1,OB(O)c1ccccc1,Cc1ccc(/C=C/[N+](=O)[O-])cc1,fam2,1,train,-6.5404510498046875
434.0,94.0,90.43427276611328,CC1(C)[C@H]2C=C(c3ccc(Cl)cc3)[C@]1(C)C=C2c1ccc(Cl)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam2,1,train,3.5657272338867188
589.0,1.5,9.94435977935791,C=CCC1=C[C@]2(C)C[C@@](C)(OC)[C@H]1C=C2CC(C)C,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,O=C1C=CCC1,fam6,1,train,-8.44435977935791
115.0,92.5,96.0240478515625,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,OB(O)c1ccc(F)cc1,O=C1C=CC(=O)N1C1CCCCC1,fam1,1,train,-3.5240478515625
269.0,96.0,95.34806823730469,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,COc1ccc(B(O)O)cc1,O=C/C=C/c1ccccc1,fam6,1,train,0.6519317626953125
514.0,99.5,104.34635162353516,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,CC(=O)/C=C/[Si](C)(C)C(C)(C)C,fam3,1,train,-4.846351623535156
424.0,97.0,94.86066436767578,CC1(C)[C@H]2C=C(c3cccc4ccccc34)[C@]1(C)C=C2c1cccc2ccccc12,OB(O)c1ccccc1,CC(=O)/C=C/c1ccc(F)cc1,fam8,1,train,2.1393356323242188
432.0,96.0,94.51954650878906,FC(F)(F)c1ccc(C2=C[C@@H]3CC[C@H]2C=C3c2ccc(C(F)(F)F)cc2)cc1,OB(O)c1ccccc1,CC(=O)/C=C/C(C)C,fam3,1,train,1.4804534912109375
216.0,13.5,14.299392700195312,COC(=O)[C@@]12C=C(c3cccc(C)c3)[C@@](C(=O)OC)(C=C1c1cccc(C)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,-0.7993927001953125
324.0,2.5,7.576519966125488,CC1=C[C@@H]2C(C(=O)NC3CCCCC3)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,fam7,1,train,-5.076519966125488
86.0,95.0,96.56885528564453,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,-1.5688552856445312
300.0,1.5,4.330025672912598,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1C2,COc1cccc(B2OB(c3cccc(OC)c3)OB(c3cccc(OC)c3)O2)c1,O=C1C=CCCC1,fam1,1,train,-2.8300256729125977
564.0,86.0,76.17023468017578,COC(=O)[C@]12C=C(c3cc(OC)c(OC)c(OC)c3)[C@](C(=O)OC)(C=C1c1cc(OC)c(OC)c(OC)c1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,9.829765319824219
181.0,4.199999809265137,2.3610055446624756,C1=C(Cc2ccccc2)[C@H]2C=C(Cc3ccccc3)[C@@H]1CC2,CC(C)=C1CCC=CC1=O,C[Si](C)(/C=C/C(=O)c1ccccc1)c1ccccc1,fam3,1,train,1.8389942646026611
256.0,98.5,101.32257080078125,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,CC(=O)c1ccc(B(O)O)cc1,O=C1C=CCCC1,fam6,1,train,-2.82257080078125
319.0,5.0,4.692445755004883,CC1=C[C@@H]2C(C(=O)Oc3cccc4ccccc34)=C[C@H]1C[C@@H]2C(C)C,CC1(C)OB(c2ccccc2O)OC1(C)C,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,1,train,0.3075542449951172
51.0,97.5,96.98246765136719,C=CCC1=C[C@@H]2C[C@H]1C=C2CC=C,OB(O)c1ccccc1,O=C1C=CCCC1,fam1,1,train,0.5175323486328125
527.0,82.5,93.52576446533203,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,OB(O)c1ccccc1,O=C1C=CCCO1,fam3,1,train,-11.025764465332031
56.0,0.8600000143051147,6.604731559753418,CC1=C[C@@H]2C(C(C)(C)O)=C[C@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1,O=C1C=CCCC1,fam7,1,train,-5.744731545448303
576.0,97.0,100.45260620117188,CC(C)(OCOCc1ccccc1)C1=C[C@H]2C=C[C@@H]1C2,OB(O)c1ccccc1,O=C1C=CCCCC1,fam1,1,train,-3.452606201171875
97.0,19.5,18.392738342285156,FC[C@@]12C=C(c3ccccc3)[C@@](CF)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,1.1072616577148438
407.0,94.5,95.8789291381836,CC1(C)[C@H]2C=C(c3ccc([N+](=O)[O-])cc3)[C@]1(C)C=C2c1ccc([N+](=O)[O-])cc1,Cc1ccc(B(O)O)cc1,O=C1C=CCCCC1,fam2,1,train,-1.3789291381835938
357.0,95.0,93.53350067138672,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1C2,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,CCC/C=C/C(=O)OC(C)C,fam1,1,train,1.4664993286132812
268.0,95.5,95.8783187866211,CO[C@@]1(C)C[C@@]2(C)C=C(Cc3ccccc3)[C@@H]1C=C2CC(C)C,OB(O)c1cccc(C(F)(F)F)c1,O=C/C=C/c1ccccc1,fam6,1,train,-0.37831878662109375
387.0,98.0,94.74758911132812,CC1=C[C@H]2C(C(C)(C)O)=C[C@@H]1C[C@@H]2C(C)C,OB(O)c1ccccc1Cl,O=C1C=CCCC1,fam7,1,train,3.252410888671875
558.0,87.25,87.31547546386719,COC(=O)[C@]12C=C(c3ccccc3)[C@](C(=O)OC)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,-0.0654754638671875
234.0,7.0,5.289117813110352,CC(C)(OCOCc1ccccc1)C1=C[C@@H]2C=C[C@H]1C2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam1,1,train,1.7108821868896484
114.0,92.0,94.4544677734375,Cc1cc(C)c(CC2=C[C@H]3C[C@@H]2C=C3Cc2c(C)cc(C)cc2C)c(C)c1,COc1ccc(B(O)O)cc1,O=C1C=CC(=O)N1C1CCCCC1,fam1,1,train,-2.4544677734375
348.0,4.25,3.4704434871673584,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cc(C)cc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,0.7795565128326416
208.0,1.5,7.299158096313477,CO[C@@]1(C)C[C@]2(C)C=C[C@H]1C=C2c1c(C)cccc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,-5.799158096313477
546.0,99.5,97.65774536132812,C[C@]12C=C(c3ccccc3)[C@](C)(C=C1c1ccccc1)CC2,COc1ccc(B(O)O)cc1,O=C1C=CC(=O)N1Cc1ccccc1,fam4,1,train,1.842254638671875
166.0,0.5,1.2134969234466553,C1=C(c2ccccc2)[C@H]2C=C(c3ccccc3)[C@@H]1CC2,OB(O)c1ccccc1,CC(C)(C)c1cc(Br)ccc1N1C(=O)C=CC1=O,fam3,1,train,-0.7134969234466553
465.0,30.5,33.85405349731445,CO[C@]1(C)C[C@]2(C)C=C[C@H]1C=C2Cc1ccccc1,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,-3.354053497314453
198.0,24.0,19.103130340576172,C[C@@]12C=C(c3ccccc3)[C@@](C)(C=C1c1ccccc1)CC2,OB(O)c1ccccc1,CCCCC/C=C/C(C)=O,fam4,1,train,4.896869659423828
251.0,95.5,97.90837097167969,C=CCC1=C[C@@]2(C)C[C@@](C)(OC)[C@@H]1C=C2CC(C)C,OB(O)c1ccccc1,O=C1C=CCO1,fam6,1,train,-2.4083709716796875
187.0,94.5,93.82406616210938,C1=C(Cc2ccccc2)[C@@H]2C=C(Cc3ccccc3)[C@H]1CC2,Cc1ccc(B(O)O)cc1,C/C=C/C(=O)N(C)OC,fam3,1,train,0.675933837890625
671.0,97.5,101.95573425292969,CC1=C[C@H]2C(C(=O)N(Cc3ccccc3)Cc3ccccc3)=C[C@@H]1C[C@@H]2C(C)C,Cc1ccc(O)c(B2OC(C)(C)C(C)(C)O2)c1,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,fam7,1,train,-4.4557342529296875
88.0,98.0,96.83331298828125,CO[C@]1(C)C[C@@]2(C)C=C[C@@H]1C=C2c1ccccc1C,OB(O)c1ccccc1,O=C1C=CCCC1,fam5,1,train,1.16668701171875
