index,%top,Ligand,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield,Original,Confg,ligand_num
138,1.25,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,20.06761165,26.22872177,0.0,0.0,Lam,186.7964227,OB(C1=CC(OC)=C(OC)C=C1)O,1.5,L3.20,3.0,6.6,dioxane/H2O,O=C1C=CC2(OCCO2)C3=CC=CC=C31,30,20.0,94.0,1,1,17
139,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,20.06761165,26.22872177,0.0,0.0,Lam,175.2785624,OB(C1=CC2=C(C=CC=C2)C=C1)O,1.5,L3.20,3.0,6.6,dioxane/H2O,O=C1C=CC2(OCCO2)C3=CC=CC=C31,20,20.0,97.0,1,1,17
140,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.55114835,26.22872177,0.0,0.0,Lam,186.7964227,OB(C1=CC(OC)=C(OC)C=C1)O,1.5,L3.20,5.0,11.0,dioxane/H2O,O=C1C=CC2(OCCO2)C3=CC4=C(OCO4)C=C31,20,20.0,95.0,1,1,17
141,99.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,20.06761165,26.22872177,0.0,0.0,Lam,121.1775113,OB(O)C1=CSC=C1,1.5,L3.20,3.0,6.6,dioxane/H2O,O=C1C=CC2(OCCO2)C3=CC=CC=C31,30,20.0,87.0,1,1,17
142,2.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.20,1.5,3.3,dioxane/H2O,O=C1C=CCCO1,30,3.0,75.0,1,1,17
143,21.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,17.16241953,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C=C/C1=CC=C(OC)C=C1)OC,20,1.0,99.0,1,1,17
144,1.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,19.22207626,13.6490287,Lam,151.9199836,CC1=CC=C(B(O)O)C=C1,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=CC=C1)OC,20,1.0,95.0,1,1,17
145,2.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,19.22207626,13.6490287,Lam,153.9076176,BrC1=CC=C(B(O)O)C=C1,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=CC=C1)OC,20,1.0,96.0,1,1,17
146,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,25.7436293,13.6490287,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=CC=C1OC)OC,20,1.0,94.0,1,1,17
147,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,20.59490344,13.6490287,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=CC(OC)=C1)OC,20,1.0,99.0,1,1,17
148,6.25,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,17.16241953,13.6490287,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=C(OC)C=C1)OC,20,1.0,33.0,1,1,17
149,1.75,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,17.16241953,13.6490287,Lam,151.9199836,CC1=C(B(O)O)C=CC=C1,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=C(OC)C=C1)OC,20,1.0,95.0,1,1,17
150,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,17.16241953,13.6490287,Lam,153.9076176,BrC1=CC=C(B(O)O)C=C1,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=C(OC)C=C1)OC,20,1.0,92.0,1,1,17
151,2.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,18.41987461,13.6490287,Lam,153.9076176,BrC1=CC=C(B(O)O)C=C1,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=C(Cl)C=C1)OC,20,1.0,90.0,1,1,17
152,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,18.25910483,23.54607256,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.20,1.5,3.3,dioxane/H2O,O=C(O1)C=CC2=C1C=CC(C)=C2,50,6.0,32.0,1,1,17
153,2.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,23.54607256,13.6490287,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=CC=C1C)OC,20,1.0,92.0,1,1,17
154,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,24.39278577,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC(C)=CC=C1OCOC)OC,30,2.0,96.0,1,1,17
155,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,24.11007225,13.6490287,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC(C)=CC=C1OCC2=CC=CC=C2)OC,30,2.0,97.0,1,1,17
156,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,17.93806496,0.0,19.59047818,13.6490287,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,O=C(/C(C#N)=C/C1=CC=C(C=CC=C2)C2=C1)OC,20,1.0,91.0,1,1,17
157,15.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,20.52673517,0.0,21.5742147,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.20,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N(C)OC,50,20.0,75.0,1,1,17
158,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,99.0,1,1,17
159,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,97.0,1,1,17
160,2.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,149.8350664,ClC1=CC(B(O)O)=CC=C1,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,88.0,1,1,17
161,1.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,160.7102105,COC(C=C1)=CC=C1B(O)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,95.0,1,1,17
162,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,140.6915573,FC(C=C1)=CC=C1B(O)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,92.0,1,1,17
163,1.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,153.9076176,BrC(C=C1)=CC=C1B(O)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,88.0,1,1,17
164,1.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0.0,0.0,Lam,175.2785624,OB(C1=CC=C(C=CC=C2)C2=C1)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5.0,93.0,1,1,17
165,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,25.82562149,13.86399135,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(COC)(C)C)cccc2)=O,60,5.0,96.0,1,1,17
166,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,28.54319701,13.86399135,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cc(Br)cc2)=O,60,5.0,81.0,1,1,17
167,15.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,18.37582915,13.86399135,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3.0,L3.20,2.5,5.5,dioxane/H2O,O=C(N1CC2=CC=CC=C2)C=CC1=O,50,3.0,88.0,1,1,17
168,24.0,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,258.1408506,76.88830503,153.7766101,153.7766101,0.0,0.0,0.0,76.88830503,0.0,0.0,32.69197045,258.3586561,1.0,[Rh(C2H4)2Cl]2,13.6490287,0.0,17.16241953,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,COC1=CC=C(/C=C/C#N)C=C1,20,1.0,74.0,1,1,17
169,96.0,O=C(OC)C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(C(OC)=O)C=C4)=C[C@H]2CC3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,374.1518092,126.4242704,252.8485409,252.8485409,0.0,0.0,0.0,126.4242704,0.0,0.0,32.69197045,357.4305869,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,18.15163112,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.21,1.5,3.3,dioxane/H2O,CC(/C=C/CCCCC)=O,25,3.0,99.0,1,1,46
170,91.5,COC1=C(OC)C(OC)=CC(C2=C[C@@H]3C(C4=CC(OC)=C(OC)C(OC)=C4)=C[C@H]2CC3)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,438.2042387,155.1469416,310.2938831,310.2938831,0.0,0.0,0.0,155.1469416,0.0,0.0,32.69197045,414.8759291,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,18.15163112,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2.0,L3.22,1.5,3.3,dioxane/H2O,CC(/C=C/CCCCC)=O,25,3.0,98.0,1,1,47
171,0.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,47.85432862,0.0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C(C)(C)C)C)=O,50,6.0,95.0,1,1,48
172,0.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,29.3978241,0.0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,94.0,1,1,48
173,3.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,29.3978241,0.0,Lam,151.9199836,OB(O)C1=C(C)C=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,90.0,1,1,48
174,2.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,29.3978241,0.0,Lam,149.8350664,ClC1=CC(B(O)O)=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,92.0,1,1,48
175,2.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,29.3978241,0.0,Lam,170.1226604,FC(C1=CC=C(B(O)O)C=C1)(F)F,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,94.0,1,1,48
176,2.0,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,29.3978241,0.0,Lam,160.7102105,COC1=CC=C(B(O)O)C=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,95.0,1,1,48
177,3.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,29.3978241,0.0,Lam,175.2785624,OB(C1=CC=C2C=CC=CC2=C1)O,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,96.0,1,1,48
178,1.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,0.0,51.52346023,0.0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,2.5,5.5,dioxane,CC(/C=C/[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)=O,50,12.0,91.0,1,1,48
179,1.0,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,20.77331772,0.0,29.3978241,0.0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CCC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,89.0,1,1,48
180,7.0,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,22.51198396,21.5742147,0.0,0.0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2.0,L3.23,1.5,3.3,dioxane,O=C1C=CCC1,50,1.0,94.0,1,1,48
181,4.2,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,20.06761165,0.0,29.3978241,0.0,Lam,152.7447171,O=C1C=CCC/C1=C(C)\C,1.5,L3.23,1.5,3.3,dioxane/H2O,O=C(/C=C/[Si](C)(C1=CC=CC=C1)C)C2=CC=CC=C2,50,6.0,94.0,1,1,48
182,6.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,20.06761165,26.22872177,0.0,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.23,1.5,3.3,dioxane/H2O,O=C1C=CC2(OCCO2)C3=CC=CC=C31,20,20.0,91.0,1,1,48
183,2.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,1.0,286.1721507,94.18429025,188.3685805,188.3685805,0.0,0.0,0.0,94.18429025,0.0,0.0,32.69197045,292.9506265,1.0,[Rh(C2H4)2Cl]2,17.77754503,0.0,29.3978241,0.0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.23,1.5,3.3,dioxane/H2O,CCOC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6.0,88.0,1,1,48
