,%top,Ligand,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield,Original,Confg
159,1,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,97,1,1
160,2,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,149.8350664,ClC1=CC(B(O)O)=CC=C1,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,88,1,1
161,1.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,160.7102105,COC(C=C1)=CC=C1B(O)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,95,1,1
162,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,140.6915573,FC(C=C1)=CC=C1B(O)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,92,1,1
163,1,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,153.9076176,BrC(C=C1)=CC=C1B(O)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,88,1,1
164,1.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,175.2785624,OB(C1=CC=C(C=CC=C2)C2=C1)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,93,1,1
165,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,25.82562149,13.86399135,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(COC)(C)C)cccc2)=O,60,5,96,1,1
166,0.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,28.54319701,13.86399135,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cc(Br)cc2)=O,60,5,81,1,1
167,15.5,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,18.37582915,13.86399135,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.20,2.5,5.5,dioxane/H2O,O=C(N1CC2=CC=CC=C2)C=CC1=O,50,3,88,1,1
168,24,C1(C2=CC=CC=C2)=C[C@@H]3C(C4=CC=CC=C4)=C[C@H]1CC3,-0.01,0,0,-0.01,0,0,0,1,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,13.6490287,0,17.16241953,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.20,1.5,3.3,dioxane,COC1=CC=C(/C=C/C#N)C=C1,20,1,74,1,1
169,96,O=C(OC)C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(C(OC)=O)C=C4)=C[C@H]2CC3,0.04,0,0,0,0,0,0,1,374.1518092,126.4242704,252.8485409,252.8485409,0,0,0,126.4242704,0,0,32.69197045,357.4305869,1,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.21,1.5,3.3,dioxane/H2O,CC(/C=C/CCCCC)=O,25,3,99,1,1
170,91.5,COC1=C(OC)C(OC)=CC(C2=C[C@@H]3C(C4=CC(OC)=C(OC)C(OC)=C4)=C[C@H]2CC3)=C1,0,0,0,0,0,0,0,1,438.2042387,155.1469416,310.2938831,310.2938831,0,0,0,155.1469416,0,0,32.69197045,414.8759291,1,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.22,1.5,3.3,dioxane/H2O,CC(/C=C/CCCCC)=O,25,3,98,1,1
171,0.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,47.85432862,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C(C)(C)C)C)=O,50,6,95,1,1
172,0.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,29.3978241,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,94,1,1
173,3.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,29.3978241,0,Lam,151.9199836,OB(O)C1=C(C)C=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,90,1,1
174,2.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,29.3978241,0,Lam,149.8350664,ClC1=CC(B(O)O)=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,92,1,1
175,2.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,29.3978241,0,Lam,170.1226604,FC(C1=CC=C(B(O)O)C=C1)(F)F,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,94,1,1
176,2,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,29.3978241,0,Lam,160.7102105,COC1=CC=C(B(O)O)C=C1,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,95,1,1
177,3.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,29.3978241,0,Lam,175.2785624,OB(C1=CC=C2C=CC=CC2=C1)O,1.5,L3.23,1.5,3.3,dioxane,CC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,96,1,1
178,1.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,51.52346023,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,2.5,5.5,dioxane,CC(/C=C/[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)=O,50,12,91,1,1
179,1,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,20.77331772,0,29.3978241,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.5,L3.23,1.5,3.3,dioxane,CCC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,89,1,1
180,7,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,0,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,21.5742147,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.23,1.5,3.3,dioxane,O=C1C=CCC1,50,1,94,1,1
181,4.2,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,20.06761165,0,29.3978241,0,Lam,152.7447171,O=C1C=CCC/C1=C(C)\C,1.5,L3.23,1.5,3.3,dioxane/H2O,O=C(/C=C/[Si](C)(C1=CC=CC=C1)C)C2=CC=CC=C2,50,6,94,1,1
182,6.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,0,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,20.06761165,26.22872177,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.23,1.5,3.3,dioxane/H2O,O=C1C=CC2(OCCO2)C3=CC=CC=C31,20,20,91,1,1
183,2.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,17.77754503,0,29.3978241,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.23,1.5,3.3,dioxane/H2O,CCOC(/C=C/[Si](C)(C)C1=CC=CC=C1)=O,50,6,88,1,1
184,17.5,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,0,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.23,1.5,3.3,dioxane/H2O,O=C1C=CCCO1,30,3,79,1,1
185,4,C1(CC2=CC=CC=C2)=C[C@@H]3C(CC4=CC=CC=C4)=C[C@H]1CC3,-0.09,0,0,-0.09,0,0,0,0,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,30.08645996,13.86399135,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.23,2.5,5.5,dioxane/H2O,O=C1C=CC(N1c2c(C(C)(C)C)cccc2)=O,60,5,99,1,1
186,95,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,21.5742147,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N(C)OC,50,20,92,1,0
187,94.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,21.5742147,0,Lam,151.9199836,CC(C=C1)=CC=C1B(O)O,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N(C)OC,50,20,83,1,0
188,93.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,21.5742147,0,Lam,160.7102105,COC(C=C1)=CC=C1B(O)O,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N(C)OC,50,20,93,1,0
189,96,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,21.5742147,0,Lam,169.2159688,CC1=CC(C)=CC(B(O)O)=C1,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N(C)OC,50,20,84,1,0
190,94.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,21.5742147,0,Lam,175.2785624,OB(C1=CC=C(C=CC=C2)C2=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N(C)OC,50,20,83,1,0
191,92.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,19.84482684,0,21.5742147,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)N1C=CC=C1,50,20,92,1,0
192,96,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,18.37582915,0,21.5742147,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,O=C(/C=C/C)NCC1=CC=CC=C1,50,20,92,1,0
193,93.5,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,18.72206172,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,CON(C)C(/C=C/CCC)=O,50,20,86,1,0
194,93,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,CON(C)C(/C=C/C(C)C)=O,50,20,74,1,0
195,90,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1CC3,0,0,-0.09,0,-0.09,-0.09,0,1,286.1721507,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,32.69197045,292.9506265,0,[Rh(C2H4)2Cl]2,20.52673517,0,17.16241953,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.25,1.5,3.3,dioxane/H2O,CON(C)C(/C=C/C1=CC=C(OC)C=C1)=O,50,20,91,1,0
196,0.5,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,21.5742147,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.2,L3.26,0.9,2,DCM,O=C1C=CCC1,25,1,100,1,1
197,16.5,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,20.77331772,0,21.5742147,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,1.2,L3.26,0.9,2,DCM,CCC(/C=C/C)=O,25,1,99,1,1
198,24,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.2,L3.26,0.9,2,MeOH/CH2Cl2,CC(/C=C/CCCCC)=O,25,1,99,1,1
199,1,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.25910483,21.5742147,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.2,L3.26,0.9,2,MeOH/CH2Cl2,O=C1C=CCO1,25,1,95,1,1
200,1,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.25910483,23.54607256,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.26,1.5,3.3,dioxane/H2O,O=C(O1)C=CC2=C1C=CC(C)=C2,30,24,63,1,1
201,2.5,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.37582915,13.86399135,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.1,L3.26,1.5,3.3,MeOH/CH2Cl2,O=C(N1CC2=CC=CC=C2)C=CC1=O,25,1,95,1,1
202,0.5,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.37582915,13.86399135,0,0,Lam,170.1226604,OB(C1=CC=CC=C1C(F)(F)F)O,1.1,L3.26,1.5,3.3,MeOH/CH2Cl2,O=C(N1CC2=CC=CC=C2)C=CC1=O,25,1,98,1,1
203,0.5,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.37582915,13.86399135,0,0,Lam,160.7102105,COC(C=C1)=CC=C1B(O)O,1.1,L3.26,1.5,3.3,MeOH/CH2Cl2,O=C(N1CC2=CC=CC=C2)C=CC1=O,25,1,92,1,1
204,0.5,C[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(C)C(C4=CC=CC=C4)=C1,-0.01,-0.17,0,-0.01,-0.17,0,0,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,21.5742147,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,18.37582915,13.86399135,0,0,Lam,201.3647746,COC(C=CC1=C2C=CC=C1)=C2B(O)O,1.1,L3.26,1.5,3.3,MeOH/CH2Cl2,O=C(N1CC2=CC=CC=C2)C=CC1=O,25,1,98,1,1
205,1,C[C@]1(CC2)C(C3=CC=C(OC)C=C3)=C[C@]2(C)C(C4=CC=C(OC)C=C4)=C1,0,-0.17,0,0,-0.17,0,0,0,346.1932801,102.9745172,205.9490344,205.9490344,21.5742147,0,0,102.9745172,21.5742147,0,32.69197045,345.1230509,1,[Rh(C2H4)2Cl]2,18.25910483,23.54607256,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.2,L3.27,1.5,3.3,dioxane/H2O,O=C(O1)C=CC2=C1C=CC(C)=C2,30,3,95,1,1
206,2,FC(F)(F)C1=CC(C2=C[C@]3(C)C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C[C@@]2(C)CC3)=CC(C(F)(F)F)=C1,0,-0.17,0,0,-0.17,0,0,0,558.1216892,147.8856292,295.7712584,295.7712584,21.5742147,0,0,147.8856292,21.5742147,0,32.69197045,434.9452748,1,[Rh(C2H4)2Cl]2,22.51198396,21.5742147,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.28,0.9,2,DCM,O=C1C=CCC1,30,3,80,1,1
207,2.5,FC(F)(F)C1=CC(C2=C[C@]3(C)C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C[C@@]2(C)CC3)=CC(C(F)(F)F)=C1,0,-0.17,0,0,-0.17,0,0,1,558.1216892,147.8856292,295.7712584,295.7712584,21.5742147,0,0,147.8856292,21.5742147,0,32.69197045,434.9452748,1,[Rh(C2H4)2Cl]2,20.77331772,0,21.5742147,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.28,0.9,2,DCM,CCC(/C=C/C)=O,30,3,99,1,1
208,1.5,CC1=CC=CC(C)=C1C2=C[C@@H]3C=C[C@@]2(C)C[C@]3(C)OC,0,0,0,0,-0.17,0,-0.27,0,268.1827154,0,111.4802755,111.4802755,0,0,0,111.4802755,21.5742147,0,76.07416785,281.0187336,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.60,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,1,89,1,0
209,1.5,FC(F)(F)C1=CC(C2=C[C@]3(C)C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C[C@@]2(C)CC3)=CC(C(F)(F)F)=C1,0,-0.17,0,0,-0.17,0,0,1,558.1216892,147.8856292,295.7712584,295.7712584,21.5742147,0,0,147.8856292,21.5742147,0,32.69197045,434.9452748,1,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.28,0.9,2,MeOH/CH2Cl2,CC(/C=C/CCCCC)=O,30,3,99,1,1
210,4,FC(F)(F)C1=CC(C2=C[C@]3(C)C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C[C@@]2(C)CC3)=CC(C(F)(F)F)=C1,0,-0.17,0,0,-0.17,0,0,0,558.1216892,147.8856292,295.7712584,295.7712584,21.5742147,0,0,147.8856292,21.5742147,0,32.69197045,434.9452748,1,[Rh(C2H4)2Cl]2,18.25910483,21.5742147,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.28,0.9,2,MeOH/CH2Cl2,O=C1C=CCO1,30,3,76,1,1
